interaction,ligand,receptor,type,classification,source
PNMT->-ADRA1B,PNMT,ADRA1B,diffusion,Signaling by Epinephrine,CellPhoneDB-v5
PNMT->-ADRA1D,PNMT,ADRA1D,diffusion,Signaling by Epinephrine,CellPhoneDB-v5
PNMT->-ADRA2A,PNMT,ADRA2A,diffusion,Signaling by Epinephrine,CellPhoneDB-v5
PNMT->-ADRA2B,PNMT,ADRA2B,diffusion,Signaling by Epinephrine,CellPhoneDB-v5
PNMT->-ADRA2C,PNMT,ADRA2C,diffusion,Signaling by Epinephrine,CellPhoneDB-v5
PNMT->-ADRB1,PNMT,ADRB1,diffusion,Signaling by Epinephrine,CellPhoneDB-v5
PNMT->-ADRB2,PNMT,ADRB2,diffusion,Signaling by Epinephrine,CellPhoneDB-v5
PNMT->-ADRB3,PNMT,ADRB3,diffusion,Signaling by Epinephrine,CellPhoneDB-v5
PNMT_SLC18A1->-ADRA1A,PNMT_SLC18A1,ADRA1A,diffusion,Signaling by Adrenaline,CellPhoneDB-v5
PNMT_SLC18A1->-ADRA1B,PNMT_SLC18A1,ADRA1B,diffusion,Signaling by Adrenaline,CellPhoneDB-v5
PNMT_SLC18A1->-ADRA1D,PNMT_SLC18A1,ADRA1D,diffusion,Signaling by Adrenaline,CellPhoneDB-v5
PNMT_SLC18A1->-ADRA2A,PNMT_SLC18A1,ADRA2A,diffusion,Signaling by Adrenaline,CellPhoneDB-v5
PNMT_SLC18A1->-ADRA2B,PNMT_SLC18A1,ADRA2B,diffusion,Signaling by Adrenaline,CellPhoneDB-v5
PNMT_SLC18A1->-ADRA2C,PNMT_SLC18A1,ADRA2C,diffusion,Signaling by Adrenaline,CellPhoneDB-v5
PNMT_SLC18A1->-ADRB1,PNMT_SLC18A1,ADRB1,diffusion,Signaling by Adrenaline,CellPhoneDB-v5
PNMT_SLC18A1->-ADRB2,PNMT_SLC18A1,ADRB2,diffusion,Signaling by Adrenaline,CellPhoneDB-v5
PNMT_SLC18A1->-ADRB3,PNMT_SLC18A1,ADRB3,diffusion,Signaling by Adrenaline,CellPhoneDB-v5
PNMT_SLC18A2->-ADRA1A,PNMT_SLC18A2,ADRA1A,diffusion,Signaling by Adrenaline,CellPhoneDB-v5
PNMT_SLC18A2->-ADRA1B,PNMT_SLC18A2,ADRA1B,diffusion,Signaling by Adrenaline,CellPhoneDB-v5
PNMT_SLC18A2->-ADRA1D,PNMT_SLC18A2,ADRA1D,diffusion,Signaling by Adrenaline,CellPhoneDB-v5
PNMT_SLC18A2->-ADRA2A,PNMT_SLC18A2,ADRA2A,diffusion,Signaling by Adrenaline,CellPhoneDB-v5
PNMT_SLC18A2->-ADRA2B,PNMT_SLC18A2,ADRA2B,diffusion,Signaling by Adrenaline,CellPhoneDB-v5
PNMT_SLC18A2->-ADRA2C,PNMT_SLC18A2,ADRA2C,diffusion,Signaling by Adrenaline,CellPhoneDB-v5
PNMT_SLC18A2->-ADRB1,PNMT_SLC18A2,ADRB1,diffusion,Signaling by Adrenaline,CellPhoneDB-v5
PNMT_SLC18A2->-ADRB2,PNMT_SLC18A2,ADRB2,diffusion,Signaling by Adrenaline,CellPhoneDB-v5
PNMT_SLC18A2->-ADRB3,PNMT_SLC18A2,ADRB3,diffusion,Signaling by Adrenaline,CellPhoneDB-v5
PNOC->-OPRL1,PNOC,OPRL1,diffusion,Signaling by Opioid,CellPhoneDB-v5
PODXL2->-SELE,PODXL2,SELE,contact,Signaling by Podocalyxin-like protein,CellPhoneDB-v5
PODXL2->-SELL,PODXL2,SELL,contact,Signaling by Podocalyxin-like protein,CellPhoneDB-v5
PODXL2->-SELP,PODXL2,SELP,contact,Signaling by Podocalyxin-like protein,CellPhoneDB-v5
POMC->-MC1R,POMC,MC1R,diffusion,Signaling by Podocalyxin-like protein,CellPhoneDB-v5
POMC->-MC2R,POMC,MC2R,diffusion,Signaling by Proopiomelanocortin,CellPhoneDB-v5
POMC->-MC3R,POMC,MC3R,diffusion,Signaling by Proopiomelanocortin,CellPhoneDB-v5
POMC->-MC4R,POMC,MC4R,diffusion,Signaling by Proopiomelanocortin,CellPhoneDB-v5
POMC->-MC5R,POMC,MC5R,diffusion,Signaling by Proopiomelanocortin,CellPhoneDB-v5
POMC->-OPRD1,POMC,OPRD1,diffusion,Signaling by Proopiomelanocortin,CellPhoneDB-v5
POMC->-OPRK1,POMC,OPRK1,diffusion,Signaling by Proopiomelanocortin,CellPhoneDB-v5
POMC->-OPRM1,POMC,OPRM1,diffusion,Signaling by Proopiomelanocortin,CellPhoneDB-v5
PPBP->-CXCR1,PPBP,CXCR1,diffusion,Signaling by Chemokines,CellPhoneDB-v5
PPBP->-CXCR2,PPBP,CXCR2,diffusion,Signaling by Chemokines,CellPhoneDB-v5
PPIA->-BSG,PPIA,BSG,diffusion,,CellPhoneDB-v5
PPY->-NPY1R,PPY,NPY1R,diffusion,Signaling by Peptide YY,CellPhoneDB-v5
PPY->-NPY2R,PPY,NPY2R,diffusion,Signaling by Peptide YY,CellPhoneDB-v5
PPY->-NPY4R,PPY,NPY4R,diffusion,Signaling by Peptide YY,CellPhoneDB-v5
PPY->-NPY5R,PPY,NPY5R,diffusion,Signaling by Peptide YY,CellPhoneDB-v5
PRL->-PRLR,PRL,PRLR,diffusion,Signaling by Prolactin,CellPhoneDB-v5
PRLH->-PRLHR,PRLH,PRLHR,diffusion,Signaling by Prolactin,CellPhoneDB-v5
PRNP->-ADGRG6,PRNP,ADGRG6,contact,,CellPhoneDB-v5
PROC->-PROCR,PROC,PROCR,diffusion,,CellPhoneDB-v5
PROK1->-PROKR1,PROK1,PROKR1,diffusion,Signaling by Prokineticin,CellPhoneDB-v5
PROK1->-PROKR2,PROK1,PROKR2,diffusion,Signaling by Prokineticin,CellPhoneDB-v5
PROK2->-PROKR1,PROK2,PROKR1,diffusion,Signaling by Prokineticin,CellPhoneDB-v5
PROK2->-PROKR2,PROK2,PROKR2,diffusion,Signaling by Prokineticin,CellPhoneDB-v5
PRXL2B->-PTGFR,PRXL2B,PTGFR,diffusion,,CellPhoneDB-v5
PSAP->-GPR37,PSAP,GPR37,diffusion,Signaling by Prosaposin,CellPhoneDB-v5
PSAP->-GPR37L1,PSAP,GPR37L1,diffusion,Signaling by Prosaposin,CellPhoneDB-v5
PSPN->-RET_GFRA4,PSPN,RET_GFRA4,diffusion,Signaling by RET receptors,CellPhoneDB-v5
PTGDS->-PTGDR,PTGDS,PTGDR,diffusion,Signaling by Prostaglandin,CellPhoneDB-v5
PTGDS->-PTGDR2,PTGDS,PTGDR2,diffusion,Signaling by Prostaglandin,CellPhoneDB-v5
PTGES->-PTGER1,PTGES,PTGER1,diffusion,Signaling by Prostaglandin,CellPhoneDB-v5
PTGES->-PTGER2,PTGES,PTGER2,diffusion,Signaling by Prostaglandin,CellPhoneDB-v5
PTGES->-PTGER3,PTGES,PTGER3,diffusion,Signaling by Prostaglandin,CellPhoneDB-v5
PTGES->-PTGER4,PTGES,PTGER4,diffusion,Signaling by Prostaglandin,CellPhoneDB-v5
PTGES2->-PTGER1,PTGES2,PTGER1,diffusion,Signaling by Prostaglandin,CellPhoneDB-v5
PTGES2->-PTGER2,PTGES2,PTGER2,diffusion,Signaling by Prostaglandin,CellPhoneDB-v5
PTGES2->-PTGER3,PTGES2,PTGER3,diffusion,Signaling by Prostaglandin,CellPhoneDB-v5
PTGES2->-PTGER4,PTGES2,PTGER4,diffusion,Signaling by Prostaglandin,CellPhoneDB-v5
PTGES3->-PTGER1,PTGES3,PTGER1,diffusion,Signaling by Prostaglandin,CellPhoneDB-v5
PTGES3->-PTGER2,PTGES3,PTGER2,diffusion,Signaling by Prostaglandin,CellPhoneDB-v5
PTGES3->-PTGER3,PTGES3,PTGER3,diffusion,Signaling by Prostaglandin,CellPhoneDB-v5
PTGES3->-PTGER4,PTGES3,PTGER4,diffusion,Signaling by Prostaglandin,CellPhoneDB-v5
PTGIS->-PTGIR,PTGIS,PTGIR,diffusion,,CellPhoneDB-v5
PTGR1->-LTB4R,PTGR1,LTB4R,diffusion,Signaling by Lipoxin/Leukotriene,CellPhoneDB-v5
PTGR1->-LTB4R2,PTGR1,LTB4R2,diffusion,Signaling by Lipoxin/Leukotriene,CellPhoneDB-v5
PTH->-PTH1R,PTH,PTH1R,diffusion,Signaling by Parathyroid hormone,CellPhoneDB-v5
PTH->-PTH2R,PTH,PTH2R,diffusion,Signaling by Parathyroid hormone,CellPhoneDB-v5
PTH2->-PTH1R,PTH2,PTH1R,diffusion,Signaling by Parathyroid hormone,CellPhoneDB-v5
PTH2->-PTH2R,PTH2,PTH2R,diffusion,Signaling by Parathyroid hormone,CellPhoneDB-v5
